name,coreName,curricularObjectiveName,levelNames,classroomNames,position
"Canta y baila canciones o juegos musicales, usando algún recurso (instrumentos, objetos, el cuerpo) para seguir el ritmo y la melodía.",Lenguaje Artístico,"Interpretar canciones y juegos musicales, experimentando con diversos recursos tales como, la voz, el cuerpo, instrumentos musicales y objetos.",Nivel Medio Mayor,,3
Expresa corporalmente sus emociones y sensaciones con juegos teatrales.,Lenguaje Artístico,"Expresar corporalmente sensaciones y emociones experimentando con mímica, juegos teatrales, rondas, bailes y danzas.",Nivel Medio Mayor,,1
"Expresa corporalmente sus emociones y sensaciones, rondas, bailes, danza",Lenguaje Artístico,"Expresar corporalmente sensaciones y emociones experimentando con mímica, juegos teatrales, rondas, bailes y danzas.",Nivel Medio Mayor,,2
"Usa materiales y recursos plásticos y visuales (pintura, masa, plastilina, tiza, entre otros) para crear figuras en relieve o con volumen, expresando emociones, ideas y experiencias.",Lenguaje Artístico,"Expresar emociones, ideas y experiencias por medio de la plástica experimentando con recursos pictóricos, gráficos y de modelado",Nivel Medio Mayor,,1
"Utiliza diversos lenguajes artísticos en una producción (visuales, musicales, escénicos, entre otros).",Lenguaje Artístico,"Experimentar diversas posibilidades de expresión, combinando lenguajes artísticos en sus producciones.",Nivel Medio Mayor,,1
Dibuja esbozos de figuras humanas o animales representando algunas partes del cuerpo de éstos.,Lenguaje Artístico,"Representar a través del dibujo, diversos elementos de su entorno, incorporando figuras cerradas, trazos intencionados y primeros esbozos de la figura humana.",Nivel Medio Mayor,,1
"Realiza preguntas, solicita información o elige materiales educativos vinculados a la interacción entre diversos elementos de la naturaleza. Ejemplo: plantas y luz, lluvia y arcoíris, abejas y flores, entre otros.",Exploración del Entorno Natural,"Manifestar interés y asombro por diversos elementos, situaciones y fenómenos del entorno natural, explorando, observando, preguntando, describiendo, agrupando, entre otros",Nivel Medio Menor,,1
"Dice características de elementos (cuerpos celestes, cerros, ríos, entre otros), paisajes (desierto, bosque, estepa, entre otros) y fenómenos de la naturaleza (marejadas, tormentas, entre otros) presentes en su entorno.",Exploración del Entorno Natural,"Comunicar verbalmente características de elementos y paisajes de su entorno natural, tales como cuerpos celestes, cerros, desierto, flora; y de fenómenos como marejadas, sismos, tormentas, sequías.",Nivel Medio Menor,,1
"Nombra o señala que el sol es fuente de luz y calor. Ejemplo: dice que el sol ayuda a que crezcan las plantas, dice que el sol derrite los hielos, entre otros.",Exploración del Entorno Natural,"Descubrir que el sol es fuente de luz y calor para el planeta, a través de experiencias directas o TICs",Nivel Medio Menor,,1
"Nombra o señala las propiedades de textura, temperatura y otras propiedades de algunos elementos de la naturaleza.",Exploración del Entorno Natural,"Comunicar algunas propiedades básicas de los elementos naturales que explora, tales como: colores, texturas, tamaños, temperaturas entre otras.",Nivel Medio Menor,,4
"Nombra o señala características físicas (tamaño, color, textura y morfología), necesidades y hábitat de distintos animales.",Exploración del Entorno Natural,"Distinguir una variedad progresivamente más amplia de animales y plantas, respecto a sus características (tamaño, color, textura y morfología), sus necesidades básicas y los lugares que habitan, al observarlos en forma directa, en libros ilustrados o en TICs",Nivel Medio Menor,,1
"Nombra o señala acciones sencillas para desarrollar ambientes sostenibles. Ejemplo: no dejar el agua corriendo, apagar la luz cuando no se ocupe, plantar árboles, entre otros.",Exploración del Entorno Natural,"Colaborar en situaciones cotidianas, en acciones que contribuyen al desarrollo de ambientes sostenibles, tales como cerrar las llaves de agua, apagar aparatos eléctricos, entre otras",Nivel Medio Menor,,1
"Usa distintos objetos para explorar y recolectar. Ejemplo: recipientes para coleccionar hojas, lupas para mirar insectos o piedras, entre otros.",Exploración del Entorno Natural,"Emplear instrumentos y herramientas de observación y recolección (lupas, frascos, recipientes, botellas, cucharas, embudos, pinzas, entre otros) en la exploración del entorno natural.",Nivel Medio Menor,,1
"Realiza experimentos simples con materiales cotidianos, describiendo los cambios que observa. Ejemplo: mezcla agua con aceite comentando lo que ve, entre otros.",Exploración del Entorno Natural,"Experimentar mezclas y disoluciones con materiales cotidianos tales como: burbujas de jabón, agua salada, gelatina, describiendo los cambios observados",Nivel Medio Menor,,1
"Nombra o señala que el aire y el agua son elementos necesarios para la vida en el planeta, y sus posibles contaminantes.",Exploración del Entorno Natural,"Reconocer que el aire y el agua son elementos vitales para las personas, los animales y las plantas, y que estos elementos pueden encontrarse con o sin contaminación.",Nivel Medio Menor,,1
"Relata actividades cotidianas que ha realizado con su familia y comunidad. Ejemplo: visita un parque el domingo, va a la feria los sábados en la mañana, entre otros.",Comprensión del Entorno Sociocultural,"Describir actividades habituales de su comunidad, como ir de compras, jugar en la plaza, viajar en bus, entre otras, señalando su participación en ellas",Nivel Medio Mayor,,1
"Describe características de su comunidad a través de canciones, juegos, fotos, entre otros. Ejemplo: cuenta que en su barrio hay un club de fútbol y pone su canción para que sus compañeros la escuchen, entre otros.",Comprensión del Entorno Sociocultural,"Describir características de las formas de vida de su comunidad (viviendas, paisajes, costumbres), a través de canciones, juegos, relatos y fotos familiares, entre otras.",Nivel Medio Mayor,,1
"Utiliza objetos tecnológicos de acuerdo a su uso convencional. Ejemplo: utiliza un exprimidor para hacer jugo, prende la luz cuando entra a un lugar oscuro, entre otros.",Comprensión del Entorno Sociocultural,Seleccionar utensilios domésticos y objetos tecnológicos que les permiten resolver problemas en contextos sociales auténticos.,Nivel Medio Mayor,,1
"Relata eventos importantes de su historia familiar o personal. Ejemplo: en el cumpleaños de mi mamá llegaron los abuelos y cantamos cumpleaños feliz, entre otros.",Comprensión del Entorno Sociocultural,"Reconocer sucesos significativos de su historia personal y familiar, en diversas situaciones, tales como: conversaciones familiares, relatos de un agente comunitario, visitas a lugares, observación de fotografías, entre otros.",Nivel Medio Mayor,,1
"Describe las actividades centrales de algunos lugares y/o instituciones de su entorno. Ejemplo: en el hospital se atienden a los heridos o enfermos, en la escuela se va a aprender y a jugar.",Comprensión del Entorno Sociocultural,"Identificar instituciones significativas de su entorno, describiendo actividades rutinas representativas que en ellas se realizan.",Nivel Medio Mayor,,1
"Nombra o señala normas de protección y seguridad referidas a emergencias. Ejemplo: muestra las señales de evacuación frente a tsunami, dice que hay que alejarse de las ventanas en caso de temblor, entre otras.",Comprensión del Entorno Sociocultural,"Identificar algunas normas de protección y seguridad de su entorno cotidiano referidas a alimentación, tránsito y sismos, y otras pertinentes a su contexto geográfico.",Nivel Medio Mayor,,1
"Diferencia entre elementos naturales y culturales presenten en su entorno. Ejemplo: en una plaza hay árboles (naturales) y estatuas o monumentos (culturales), entre otros.",Comprensión del Entorno Sociocultural,"Distinguir en paisajes de su localidad, elementos naturales (bosque, cerros, ríos), y culturales (caminos, edificios, puentes).",Nivel Medio Mayor,,1
"Repite patrones (corporales, auditivos, visuales, de capacidad, entre otros) de tres elementos. Ejemplo: dado el patrón un botón rojo, uno azul y uno verde , el niño lo continua.",Pensamiento Matemático,"Reproducir patrones sonoros, visuales, gestuales, corporales u otros, de dos o tres elementos.",Nivel Medio Mayor,,1
"Agrupa elementos considerando dos atributos a la vez. Ejemplo: en una agrupación por forma y color, guarda los bloques amarillos y cuadrados en una caja, los bloques amarillos y redondos en otra, los azules y cuadrados en otra y los azules y redondos en otra.",Pensamiento Matemático,"Experimentar con diversos objetos, estableciendo relaciones al clasificar por dos atributos a la vez (forma, color, entre otros) y seriar por altura o longitud",Nivel Medio Mayor,,1
"Ordena secuencias de al menos tres objetos que varían en su tamaño. Ejemplo: ordena tres pelotas, de la más pequeña a la más grande.",Pensamiento Matemático,"Experimentar con diversos objetos, estableciendo relaciones al clasificar por dos atributos a la vez (forma, color, entre otros) y seriar por altura o longitud",Nivel Medio Mayor,,2
"Utiliza conceptos espaciales de ubicación y distancia para describir la posición de personas y objetos en relación a puntos concretos de referencia. Por ejemplo: el auto está cerca de la casa, el lápiz se cayó debajo de la mesa, entre otros.",Pensamiento Matemático,"Describir la posición de objetos y personas, respecto de un punto u objeto de referencia, empleando conceptos de ubicación y distancia tales como: dentro/fuera; encima/debajo; cerca /lejos.",Nivel Medio Mayor,,1
"Ordena secuencialmente sucesos de al menos tres escenas cotidianas. Ejemplo: me baño, después me visto y luego tomo leche; en la mañana pinté, ahora almuerzo y después leeré, entre otros.",Pensamiento Matemático,"Orientarse temporalmente en situaciones cotidianas, mediante la utilización progresiva de algunas nociones y relaciones de secuencias, tales como: antes/después, día/noche, hoy/mañana.",Nivel Medio Mayor,,1
"Utiliza cuantificadores simples (muchos/pocos, todo/ninguno, más/menos, entre otros) para comparar cantidades de objetos. Ejemplo: acá hay muchos lápices y acá hay pocos, entre otros.",Pensamiento Matemático,"Emplear cuantificadores, tales como: más/menos, mucho/poco, todo/ninguno, al comparar cantidades de objetos en situaciones cotidianas.",Nivel Medio Mayor,,1
"Usa los números para cuantificar colecciones y contar hasta el diez en situaciones de la vida diaria. Ejemplo: cuenta los pasos que da y dice cuántos dio, cuenta los lápices que tiene y dice cuántos tiene en total, entre otros.",Pensamiento Matemático,"Emplear progresivamente los números, para contar, identificar, cuantificar y comparar cantidades, hasta el 10 e indicar orden o posición de algunos elementos en situaciones cotidianas o juegos.",Nivel Medio Mayor,,1
Representa concreta y pictóricamente (con dibujos o símbolos) números y cantidades al menos hasta el diez.,Pensamiento Matemático,"Representar progresivamente, números y cantidades en forma concreta y pictórica hasta el 10.",Nivel Medio Mayor,,1
"Resuelve problemas simples agregando o quitando hasta cinco elementos. Ejemplo: dibuja los helados que le faltan para completar cinco, cuenta cuantos botones le faltan para tener cinco, entre otros.",Pensamiento Matemático,"Resolver progresivamente problemas simples, de manera concreta y pictórica, agregando o quitando hasta 5 elementos.",Nivel Medio Mayor,,1
"Nombra o señala atributos de distintas figuras 3d (cuerpos geométricos). Ejemplo: indica las caras del cilindro, dice que los cilindros tienen una base para pararse, entre otros.",Pensamiento Matemático,"Descubrir atributos de figuras 3D, mediante la exploración de objetos presentes en su entorno.",Nivel Medio Mayor,,1
"Anticipa algunas acciones que le ayudarían a resolver un problema. Ejemplo: para correr las cortinas, imagina distintas formas de hacerlo, entre otros.",Pensamiento Matemático,Identificar algunas acciones que se llevaron a cabo para resolver problemas.,Nivel Medio Mayor,,1
"Juega representando emociones, sentimientos y experiencias cotidianas. Ejemplo: juega que va al doctor, simulando que le duele al recibir una inyección, entre otros.",Identidad y Autonomía,"Representar verbal y corporalmente diferentes emociones y sentimientos, en sus juegos.",Nivel Medio Menor,,1
"Explora su medio con confianza al separarse de sus adultos significativos. Ejemplo: en el patio se aleja de sus tías para llevar a cabo juegos con sus compañeros, llega al jardín infantil y se separa de su familia sin llantos, entre otros.",Identidad y Autonomía,Manifestar disposición y confianza al separarse de los adultos significativos,Nivel Medio Menor,,1
"Nombra o señala emociones que ha sentido en distintas experiencias cotidianas. Ejemplo: dice tengo pena , cruza los brazos para indicar que está enojado, cuando le resulta algo dice que se pone contento, entre otros.",Identidad y Autonomía,"Reconocer en sí mismo, en otras personas y en personajes de cuentos, emociones tales como: tristeza, miedo, alegría, pena y rabia",Nivel Medio Menor,,1
"Nombra o demuestra en su actuar formas para regular sus emociones en distintas situaciones. Ejemplo: si tiene pena busca un abrazo, si tiene rabia busca algo que lo calme, entre otros.",Identidad y Autonomía,"Manifestar disposición para regular sus emociones y sentimientos, en función de las necesidades propias, de los demás y de algunos acuerdos para el funcionamiento grupal.",Nivel Medio Menor,,1
"Elige entre alternativas que se le presentan. Ejemplo: elige entre un camión y un auto para jugar, señala el libro que quiere leer, entre otros.",Identidad y Autonomía,"Manifestar sus preferencias cuando participa o cuando solicita participar, en diversas situaciones cotidianas y juegos.",Nivel Medio Menor,,1
Se evidencia en su actuar que ha ido ampliando su independencia.,Identidad y Autonomía,"Actuar con progresiva independencia, ampliando su repertorio de acciones, acorde a sus necesidades e intereses.",Nivel Medio Menor,,1
Dice su nombre y el género que le representa.,Identidad y Autonomía,"Comunicar algunos rasgos de su identidad, como su nombre, sus características corporales, género y otros.",Nivel Medio Menor,,1
"Usa expresiones positivas acerca de sus características personales y sus logros. Ejemplo: dice soy lindo , me gusta mi pelo , me comí todo , ¡pude saltar la caja! , entre otros.",Identidad y Autonomía,"Apreciar sus características identitarias, fortalezas y habilidades.",Nivel Medio Menor,,1
"Colabora en realizar prácticas de higiene bucal y corporal, vestimenta y alimentación. Ejemplo: levanta las manos para que le pongan un suéter, come algunos alimentos del plato solo, intenta lavarse los dientes con la ayuda de un adulto, entre otros.",Identidad y Autonomía,"Manifestar progresiva independencia en sus prácticas de alimentación, vigilia y sueño, vestimenta, higiene corporal, bucal y evacuación.",Nivel Medio Menor,,1
"Comunica verbal o gestualmente su necesidad de orinar o defecar, antes o después de ello.",Identidad y Autonomía,"Manifestar progresiva independencia en sus prácticas de alimentación, vigilia y sueño, vestimenta, higiene corporal, bucal y evacuación.",Nivel Medio Menor,,2
Manifiesta satisfacción al realizar algunos desafíos,Identidad y Autonomía,"Manifestar satisfacción y confianza por su autovalía, comunicando algunos desafíos alcanzados, tales como: saltar, hacer torres, sacar cáscara de huevos, entre otros.",Nivel Medio Menor,,1
"Nombra o señala alimentos que se consumen en celebraciones de su amilia. Ejemplo: asados, calzones rotos, completos, sopaipillas, entre otros.",Identidad y Autonomía,Identificar alimentos que se consumen en algunas celebraciones propias de su familia y comunidad.,Nivel Medio Menor,,11
Realiza juegos de roles,Identidad y Autonomía,"Representar sus pensamientos y experiencias, atribuyendo significados a objetos o elementos de su entorno, usando la imaginación en situaciones de juego.",Nivel Medio Menor,,1
"Interactúa en actividades grupales con sus compañeros, intercambiando materiales y conversando. Ejemplo: pregunta, muestra algo, presta sus juguetes, entre otros.",Convivencia y Ciudadanía,"Participar en actividades y juegos grupales con sus pares, conversando, intercambiando pertenencias, cooperando.",Nivel Medio Menor,,1
"Conversa, juega o se acerca a distintas personas de su comunidad educativa. Ejemplo: se acerca a otras tías, juega con niños de otras salas, observa a los papás que llegan al jardín, entre otros.",Convivencia y Ciudadanía,Disfrutar de instancias de interacción social con diversas personas de la comunidad.,Nivel Medio Menor,,1
"Ayuda a sus compañeros a responder a necesidades que puedan tener en distintas situaciones cotidianas y juegos. Ejemplo: le entrega los lápices a una niña que quiere pintar, ayuda a un niño que se ha caído, comparte un trozo de manzana cuando su compañero también tiene hambre, entre otros.",Convivencia y Ciudadanía,"Colaborar en situaciones cotidianas y de juego, proponiendo acciones simples frente a necesidades que presentan sus pares",Nivel Medio Menor,,1
"Participa en la preparación o desarrollo de distintas celebraciones al interior de su grupo y/o familia. Ejemplo: prepara un dibujo para un compañero de cumpleaños, canta una canción para recibir a una nueva tía, entre otros.",Convivencia y Ciudadanía,"Colaborar en actividades, conmemoraciones o celebraciones culturales de su familia y comunidad.",Nivel Medio Menor,,1
"Nombra o señala formas pacíficas para abordar conflictos que se dan en situaciones cotidianas. Ejemplo: ante dos niñas que quieren un mismo autito, dice que pueden turnarse, que pueden jugar juntas, que pueden sortearlo, entre otros.",Convivencia y Ciudadanía,"Iniciarse en la resolución pacífica de conflictos, dialogando respecto de la situación, escuchando, opinando y proponiendo acciones para resolver",Nivel Medio Menor,,1
"Nombra o señala acuerdos de convivencia que se deben respetar antes de comenzar una actividad. Ejemplo: dice escuchar a la tía , indica que no debe tirar los juguetes, entre otros.",Convivencia y Ciudadanía,Manifestar disposición para practicar acuerdos de convivencia básica que regulan situaciones cotidianas y juegos.,Nivel Medio Menor,,1
"Nombre o señala objetos y situaciones que pueden ser riesgosas para su seguridad. Por ejemplo: utilizar tijeras inadecuadamente, correr en el baño, entre otras.",Convivencia y Ciudadanía,"Identificar objetos, comportamientos y situaciones de riesgo que pueden atentar contra su seguridad, bienestar y el de los demás.",Nivel Medio Menor,,1
"Nombra o señala acciones correctas e incorrectas para la convivencia del grupo. Ejemplo: dice “no es bueno pegarle a un compañero , entre otras.",Convivencia y Ciudadanía,"Reconocer acciones correctas e incorrectas para la convivencia armónica del grupo, que se presentan en diferentes situaciones cotidianas y juegos",Nivel Medio Menor,,1
"Realiza preguntas o solicita que se respeten algunos de los derechos de los niños. Ejemplo: le dice a un compañero que no le grite, pregunta por el nombre de un personaje de cuentos, entre otros.",Convivencia y Ciudadanía,"Manifestar interés por algunos de sus derechos, tales como: ser escuchados, tener un nombre, jugar, entre otros.",Nivel Medio Menor,,1
Nombra o señala distintas características y formas de vida de sus compañeros del jardín.,Convivencia y Ciudadanía,"Manifestar interés para interactuar con niños y niñas, reconociendo la diversidad de sus características y formas de vida (costumbres, fisonomía, lingüística, entre otras).",Nivel Medio Menor,,1
"Comunica verbal o gestualmente cuando siente agrado o desagrado corporal. Ejemplo: señala cuando está sentado de manera incómoda, indica que le gusta acostarse en la alfombra, entre otras.",Corporalidad y movimiento,"Reconocer situaciones en que se siente cómodo corporalmente, manifestando al adulto su bienestar y su interés por mantener estas condiciones",Nivel Medio Menor,,1
"Dice algunas características y funciones de las partes de su cuerpo. Ejemplo: reconoce que la lengua sirve para saborear, dice de qué color son sus ojos, cuenta que con los brazos puede abrazar muy fuerte, entre otros.",Corporalidad y movimiento,"Reconocer las principales partes, características físicas de su cuerpo y sus funciones en situaciones cotidianas y de juego.",Nivel Medio Menor,,1
"Juega realizando diversas acciones con su cuerpo. Ejemplo: se agacha, se arrastra, salta, mantiene el equilibrio, entre otras.",Corporalidad y movimiento,"Experimentar diversas posibilidades de acción con su cuerpo, en situaciones cotidianas y de juego, identificando progresivamente el vocabulario asociado.",Nivel Medio Menor,,1
Nombra o señala las sensaciones que le generan moverse y jugar libremente.,Corporalidad y movimiento,"Reconocer el bienestar que le produce el movimiento libre en situaciones cotidianas y lúdicas, manifestando su interés por desarrollarlo en forma frecuente.",Nivel Medio Menor,,4
"Toma objetos con una mano y lo manipula con la otra. Ejemplo: abrir una botella, rasgar o doblar papel, ensartar objetos, pelar un huevo, entre otros.",Corporalidad y movimiento,"Perfeccionar su coordinación visomotriz fina, a través del uso de diversos objetos, juguetes y utensilios.",Nivel Medio Menor,,1
"Corre y salta en distintas direcciones, manteniendo el equilibrio.",Corporalidad y movimiento,"Adquirir control y equilibrio en movimientos, posturas y desplazamientos que realiza en diferentes direcciones y en variadas situaciones cotidianas y juegos, con y sin implementos.",Nivel Medio Menor,,1
Incorpora mayor presición y coordinación en los movimientos y desplazamientos.,Corporalidad y movimiento,"Resolver desafíos prácticos en situaciones cotidianas y juegos, incorporando mayor precisión y coordinación en la realización de posturas, movimientos y desplazamientos, tales como: esquivar obstáculos o mantener equilibrio al subir escalas.",Nivel Medio Menor,,1
Resuelve desafíos en situaciones cotinidanas y juegos: esquiva obstáculos.,Corporalidad y movimiento,"Resolver desafíos prácticos en situaciones cotidianas y juegos, incorporando mayor precisión y coordinación en la realización de posturas, movimientos y desplazamientos, tales como: esquivar obstáculos o mantener equilibrio al subir escalas.",Nivel Medio Menor,,2
Se ubica siguiendo indicaciones de orientación espacial: arriba/abajo,Corporalidad y movimiento,"Utilizar categorías de ubicación espacial y temporal, tales como: adelante/atrás, arriba/ abajo, adentro/afuera, antes/ después, rápido/lento, en situaciones cotidianas y lúdicas.",Nivel Medio Menor,,1
Se ubica siguiendo indicaciones de orientación espacial: adentro/afuera,Corporalidad y movimiento,"Utilizar categorías de ubicación espacial y temporal, tales como: adelante/atrás, arriba/ abajo, adentro/afuera, antes/ después, rápido/lento, en situaciones cotidianas y lúdicas.",Nivel Medio Menor,,2
"Utiliza oraciones simples en las que incluye sujeto, verbo y predicado con al menos cinco palabras. Ejemplo: el niño tiene el pelo café, Marcela come una fruta naranja, entre otros.",Lenguaje Verbal,"Expresarse oralmente, empleando estructuras oracionales simples y respetando patrones gramaticales básicos, en distintas situaciones cotidianas y juegos.",Nivel Medio Menor,,1
"Responde a instrucciones sencillas y preguntas relativas a objetos y personas. Ejemplo: busca una pelota amarilla y ponla en la canasta ; ante la pregunta ¿dónde quedó la muñeca que estabas usando? , el niño la señala; entre otros.",Lenguaje Verbal,"Comprender mensajes simples como instrucciones explícitas, explicaciones y preguntas relativas a objetos, personas, acciones, tiempo y lugar, identificando la intencionalidad comunicativa de diversos interlocutores.",Nivel Medio Menor,,1
"Nombra o señala algunas características (fuerte, suave) de distintos sonidos. Ejemplo: dice “la ambulancia suena muy fuerte”, entre otros.",Lenguaje Verbal,"Identificar algunos atributos de los sonidos de diferentes fuentes sonoras como intensidad (fuerte/suave), velocidad (rápido/lento).",Nivel Medio Menor,,1
"Usa palabras nuevas (sustantivos, verbos y adjetivos) al contar temas de su interés. Ejemplo: la mesa es roja, la niña es pequeña, entre otros.",Lenguaje Verbal,"Incorporar progresivamente nuevas palabras, al comunicar oralmente temas variados de su interés e información básica, en distintas situaciones cotidianas.",Nivel Medio Menor,,1
"Explora diferentes textos (diarios, revistas, cuentos, libros, etc.) dando vuelta sus páginas, preguntando qué dice, pidiendo que le lean, mostrando algo que le llama la atención, entre otros.",Lenguaje Verbal,"Manifestar interés por descubrir el contenido de textos de diferentes formatos, a través de la manipulación, la exploración, la escucha atenta y la formulación de preguntas",Nivel Medio Menor,,1
"Nombra personajes, situaciones y ambientes que aparecen en los textos.",Lenguaje Verbal,"Comprender a partir de la escucha atenta, contenidos explícitos de textos literarios y no literarios, reconociendo ideas centrales, señalando preferencias, realizando sencillas descripciones, preguntando sobre el contenido.",Nivel Medio Menor,,1
"Nombra o señala imágenes, logos y símbolos presentes en su entorno cercano. Ejemplo: reconoce la señal Pare, identifica los logos de los baños, entre otros.",Lenguaje Verbal,"Reconocer progresivamente el significado de diversas imágenes, logos, símbolos de su entorno cotidiano, en diversos soportes (incluye uso de TICs).",Nivel Medio Menor,,1
"Juega a escribir, realizando diversos trazos a los que les atribuye un significado.",Lenguaje Verbal,Producir sus propios signos gráficos en situaciones lúdicas.,Nivel Medio Menor,,1
"Nombra, señala o pregunta por producciones artísticas (pinturas, arquitectura, escultura, danza, música, entre otras) que le llaman la atención.",Lenguaje Artístico,"Manifestar interés por diversas producciones artísticas (arquitectura, modelado, piezas musicales, pintura, dibujos, títeres, obras de teatro, danzas, entre otras), describiendo algunas características",Nivel Medio Menor,,1
"Comunica gestual y verbalmente los recursos expresivos que le gustan de diversas expresiones artísticas. Ejemplo: le gusta el ritmo de una canción, la superficie áspera de la escultura, los brillos y luces del escenario, entre otros.",Lenguaje Artístico,"Expresar sus preferencias, sensaciones y emociones relacionadas con diferentes recursos expresivos que se encuentran en sencillas obras visuales (colorido, formas), musicales (fuente, intensidad del sonido) o escénicas (desplazamiento, vestimenta, carácter expresivo).",Nivel Medio Menor,,1
"Canta y baila canciones o juegos musicales, expresándose corporalmente.",Lenguaje Artístico,"Interpretar canciones y juegos musicales, experimentando con diversos recursos tales como, la voz, el cuerpo, instrumentos musicales y objetos.",Nivel Medio Menor,,1
Expresa corporalmente sus emociones y sensaciones con juegos teatrales.,Lenguaje Artístico,"Expresar corporalmente sensaciones y emociones experimentando con mímica, juegos teatrales, rondas, bailes y danzas.",Nivel Medio Menor,,1
"Expresa corporalmente sus emociones y sensaciones, rondas, bailes, danza",Lenguaje Artístico,"Expresar corporalmente sensaciones y emociones experimentando con mímica, juegos teatrales, rondas, bailes y danzas.",Nivel Medio Menor,,2
"Usa materiales y recursos plásticos y visuales (pintura, masa, plastilina, tiza, entre otros) para expresar emociones, ideas y experiencias.",Lenguaje Artístico,"Expresar emociones, ideas y experiencias por medio de la plástica experimentando con recursos pictóricos, gráficos y de modelado",Nivel Medio Menor,,1
"Utiliza diversos lenguajes artísticos en una producción (visuales, musicales, escénicos, entre otros).",Lenguaje Artístico,"Experimentar diversas posibilidades de expresión, combinando lenguajes artísticos en sus producciones.",Nivel Medio Menor,,1
Garabatea figuras cerradas y trazos intencionados para representar distintos elementos de su entorno.,Lenguaje Artístico,"Representar a través del dibujo, diversos elementos de su entorno, incorporando figuras cerradas, trazos intencionados y primeros esbozos de la figura humana.",Nivel Medio Menor,,1
"Realiza preguntas, observa con detención, solicita información o elige materiales educativos vinculados a animales, plantas y fenómenos de la naturaleza. Ejemplo: ordena distintos insectos que encontró en el patio, pregunta sobre la lluvia a partir de un libro que vio, entre otros.",Exploración del Entorno Natural,"Manifestar interés y asombro por diversos elementos, situaciones y fenómenos del entorno natural, explorando, observando, preguntando, describiendo, agrupando, entre otros",Nivel Medio Menor,,1
"Nombra o señala elementos (cuerpos celestes, cerros, ríos, entre otros) y paisajes de la naturaleza (desierto, bosque, estepa, entre otros).",Exploración del Entorno Natural,"Comunicar verbalmente características de elementos y paisajes de su entorno natural, tales como cuerpos celestes, cerros, desierto, flora; y de fenómenos como marejadas, sismos, tormentas, sequías.",Nivel Medio Menor,,1
"Nombra o señala que el sol es fuente de calor. Ejemplo: dice que cuando hay sol hace calor, entre otros.",Exploración del Entorno Natural,"Descubrir que el sol es fuente de luz y calor para el planeta, a través de experiencias directas o TICs",Nivel Medio Menor,,1
Nombra o señala las propiedades de color y tamaño de algunos elementos de la naturaleza.,Exploración del Entorno Natural,"Comunicar algunas propiedades básicas de los elementos naturales que explora, tales como: colores, texturas, tamaños, temperaturas entre otras.",Nivel Medio Menor,,1
"Nombra o señala distintos animales y sus características físicas (tamaño, textura, color, entre otros).",Exploración del Entorno Natural,"Distinguir una variedad progresivamente más amplia de animales y plantas, respecto a sus características (tamaño, color, textura y morfología), sus necesidades básicas y los lugares que habitan, al observarlos en forma directa, en libros ilustrados o en TICs",Nivel Medio Menor,,1
"Realiza acciones sencillas que aportan al desarrollo de ambientes sostenibles. Ejemplo: cierra bien la llave luego de lavarse los dientes, reutiliza algunos materiales, bota la basura en el basurero, entre otros.",Exploración del Entorno Natural,"Colaborar en situaciones cotidianas, en acciones que contribuyen al desarrollo de ambientes sostenibles, tales como cerrar las llaves de agua, apagar aparatos eléctricos, entre otras",Nivel Medio Menor,,1
"Usa distintos objetos para explorar y recolectar. Ejemplo: recipientes para coleccionar hojas, lupas para mirar insectos o piedras, entre otros.",Exploración del Entorno Natural,"Emplear instrumentos y herramientas de observación y recolección (lupas, frascos, recipientes, botellas, cucharas, embudos, pinzas, entre otros) en la exploración del entorno natural.",Nivel Medio Menor,,1
Realiza experimentos simples con materiales cotidianos.,Exploración del Entorno Natural,"Experimentar mezclas y disoluciones con materiales cotidianos tales como: burbujas de jabón, agua salada, gelatina, describiendo los cambios observados",Nivel Medio Menor,,1
Nombra o señala que el aire y el agua son elementos necesarios para la vida en el planeta.,Exploración del Entorno Natural,"Reconocer que el aire y el agua son elementos vitales para las personas, los animales y las plantas, y que estos elementos pueden encontrarse con o sin contaminación.",Nivel Medio Menor,,1
"Nombra o señala diversas actividades habituales de su familia y comunidad. Ejemplo: ir de compras, jugar en la plaza, leer, cocinar, entre otras.",Comprensión del Entorno Sociocultural,"Describir actividades habituales de su comunidad, como ir de compras, jugar en la plaza, viajar en bus, entre otras, señalando su participación en ellas",Nivel Medio Menor,,1
"Nombra o señala características de su comunidad a través de canciones, juegos, fotos, entre otros. Ejemplo: muestra una foto de la plaza de su barrio, entre otros..",Comprensión del Entorno Sociocultural,"Describir características de las formas de vida de su comunidad (viviendas, paisajes, costumbres), a través de canciones, juegos, relatos y fotos familiares, entre otras.",Nivel Medio Menor,,1
"Utiliza objetos tecnológicos respondiendo a sus necesidades de exploración y juego. Ejemplo: hace torres con pocillos, entre otros.",Comprensión del Entorno Sociocultural,Seleccionar utensilios domésticos y objetos tecnológicos que les permiten resolver problemas en contextos sociales auténticos.,Nivel Medio Menor,,1
"Nombra o señala eventos importantes de su historia familiar o personal. Ejemplo: fiestas de cumpleaños, paseos familiares, entre otros.",Comprensión del Entorno Sociocultural,"Reconocer sucesos significativos de su historia personal y familiar, en diversas situaciones, tales como: conversaciones familiares, relatos de un agente comunitario, visitas a lugares, observación de fotografías, entre otros.",Nivel Medio Menor,,1
